stockid,stocklong,scientificname,areaid,region,Bram,Uram,Country,FAO English,code,n.fmi,fmi0,n.fmi.bsta,n.fmi.usta,fmi.bsta,fmi.usta,country?,fmi,research,management,enforcement,science,R_LAN,R_AGE,R_SUR,R_ASS,M_FMP,M_LFP,M_AFP,E_ENF,E_HAB,E_BYC,S_ACC,S_INV,S_SUB
BLACKROCKWASH,Black rockfish Washington,Sebastes melanops,USA-NMFS-WASH,US West Coast,1.073611736,1.07286,United States,Black rockfish,United States|Black rockfish,,,,,,,United States|Black rockfish,,,,,,,,,,,,,,,,,,
BSBASSMATLC,Black sea bass Mid-Atlantic Coast,Centropristis striata,USA-NMFS-MATLC,US East Coast,1.024356618,0.480210031,United States,Black seabass,United States|Black seabass,,,,,,,United States|Black seabass,,,,,,,,,,,,,,,,,,
BSBASSSATL,Black sea bass South Atlantic,Centropristis striata,USA-NMFS-SATL,US Southeast and Gulf,1.03515625,1.037007913,United States,Black seabass,United States|Black seabass,,,,,,,United States|Black seabass,,,,,,,,,,,,,,,,,,
BGROCKPCOAST,Blackgill rockfish  Pacific Coast,Sebastes melanostomus,USA-NMFS-PCOAST,US West Coast,1.301599842,0.517703156,United States,Blackgill rockfish,United States|Blackgill rockfish,,,,,,,United States|Blackgill rockfish,,,,,,,,,,,,,,,,,,
BNOSESHARATL,Blacknose shark Atlantic,Carcharhinus acronotus,USA-NMFS-ATL,US Southeast and Gulf,0.572967398,4.70375,United States,Blacknose shark,United States|Blacknose shark,,,,,,,United States|Blacknose shark,,,,,,,,,,,,,,,,,,
BTIPSHARATL,Blacktip shark Atlantic,Carcharhinus limbatus,USA-NMFS-ATL,Atlantic Ocean,,0.005,United States,Blacktip shark,United States|Blacktip shark,,,,,,,United States|Blacktip shark,,,,,,,,,,,,,,,,,,
BTIPSHARGM,Blacktip shark Gulf of Mexico,Carcharhinus limbatus,USA-NMFS-GM,US Southeast and Gulf,2.624356775,0.0775,United States,Blacktip shark,United States|Blacktip shark,,,,,,,United States|Blacktip shark,,,,,,,,,,,,,,,,,,
BCRABCHESB,Blue Crab Chesapeake Bay,Callinectes sapidus,USA-MDSTATE-CHESB,US East Coast,,0.567647059,United States,Blue crab,United States|Blue crab,6,0.845382728,5,5,0.5,0.5,United States|Blue crab,0.845382728,0.87037037,0.882978723,0.81,0.818181818,0.944444444,0.566666667,0.861111111,0.983333333,1,0.7,0.941176471,0.710526316,0.966666667,0.78125,0.611111111,0.970588235,0.944444444
BKINGCRABPI,Blue king crab Pribilof Islands,Paralithodes platypus,USA-NMFS-PI,US Alaska,0.081960714,,United States,Blue king crab,United States|Blue king crab,,,,,,,United States|Blue king crab,,,,,,,,,,,,,,,,,,
BKINGCRABSMI,Blue king crab Saint Matthews Island,Paralithodes platypus,USA-NMFS-SMI,US Alaska,1.453436317,0,United States,Blue king crab,United States|Blue king crab,,,,,,,United States|Blue king crab,,,,,,,,,,,,,,,,,,
BLUEROCKCAL,Blue rockfish California,Sebastes mystinus,USA-NMFS-CAL,US West Coast,0.748495788,0.854657786,United States,Blue rockfish,United States|Blue rockfish,,,,,,,United States|Blue rockfish,,,,,,,,,,,,,,,,,,
BLUEFISHATLC,Bluefish Atlantic Coast,Pomatomus saltatrix,USA-NMFS-ATLC,US East Coast,0.777987557,0.923927051,United States,Bluefish,United States|Bluefish,,,,,,,United States|Bluefish,,,,,,,,,,,,,,,,,,
BOCACCSPCOAST,Bocaccio Southern Pacific Coast,Sebastes paucispinis,USA-NMFS-SPCOAST,US West Coast,0.795424276,0.21,United States,Bocaccio rockfish,United States|Bocaccio rockfish,,,,,,,United States|Bocaccio rockfish,,,,,,,,,,,,,,,,,,
BHEADSHARATL,Bonnethead shark Atlantic,Sphyrna tiburo,USA-NMFS-ATL,US Southeast and Gulf,1.272536688,0.505,United States,Bonnethead,United States|Bonnethead,,,,,,,United States|Bonnethead,,,,,,,,,,,,,,,,,,
CABEZNCAL,Cabezon Northern California,Scorpaenichthys marmoratus,USA-NMFS-NCAL,US West Coast,1.824902724,0.222222222,United States,Cabezon,United States|Cabezon,1,0.877678571,1,1,0.5,1,United States|Cabezon,0.877678571,0.785714286,1,0.85,0.875,0.833333333,0.666666667,0.666666667,0.9,1,1,1,0.75,0.833333333,1,0.666666667,1,1
CABEZORECOAST,Cabezon Oregon Coast,Scorpaenichthys marmoratus,USA-NMFS-ORECOAST,US West Coast,1.963302752,0.559006211,United States,Cabezon,United States|Cabezon,1,0.877678571,1,1,0.5,1,United States|Cabezon,0.877678571,0.785714286,1,0.85,0.875,0.833333333,0.666666667,0.666666667,0.9,1,1,1,0.75,0.833333333,1,0.666666667,1,1
CABEZSCAL,Cabezon Southern California,Scorpaenichthys marmoratus,USA-NMFS-SCAL,US West Coast,2.358208955,0.181818182,United States,Cabezon,United States|Cabezon,1,0.877678571,1,1,0.5,1,United States|Cabezon,0.877678571,0.785714286,1,0.85,0.875,0.833333333,0.666666667,0.666666667,0.9,1,1,1,0.75,0.833333333,1,0.666666667,1,1
CALSCORPSCAL,California scorpionfish Southern California,Scorpaena guttata,USA-NMFS-SCAL,US West Coast,1.80509347,0.4648,United States,California scorpionfish,United States|California scorpionfish,,,,,,,United States|California scorpionfish,,,,,,,,,,,,,,,,,,
CROCKPCOAST,Canary rockfish Pacific Coast,Sebastes pinniger,USA-NMFS-PCOAST,US West Coast,1.387141236,0.05118,United States,Canary rockfish,United States|Canary rockfish,1,1,1,1,1,1,United States|Canary rockfish,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
CHILISPCOAST,Chilipepper Southern Pacific Coast,Sebastes goodei,USA-NMFS-SPCOAST,US West Coast,1.59656383,0.18434,United States,Chilipepper rockfish,United States|Chilipepper rockfish,,,,,,,United States|Chilipepper rockfish,,,,,,,,,,,,,,,,,,
CHROCKCPCOAST,China rockfish Central Pacific Coast,Sebastes nebulosus,USA-NMFS-CPCOAST,US West Coast,1.539726923,0.53038,United States,China rockfish,United States|China rockfish,,,,,,,United States|China rockfish,,,,,,,,,,,,,,,,,,
CHROCKNPCOAST,China rockfish Northern Pacific Coast,Sebastes nebulosus,USA-NMFS-NPCOAST,US West Coast,1.839108607,0.4848,United States,China rockfish,United States|China rockfish,,,,,,,United States|China rockfish,,,,,,,,,,,,,,,,,,
CHROCKSPCOAST,China rockfish Southern Pacific Coast,Sebastes nebulosus,USA-NMFS-SPCOAST,US West Coast,0.697943609,1.0442,United States,China rockfish,United States|China rockfish,,,,,,,United States|China rockfish,,,,,,,,,,,,,,,,,,
COBGM,Cobia Gulf of Mexico,Rachycentron canadum,USA-NMFS-GM,US Southeast and Gulf,1.071506053,0.640661835,United States,Cobia,United States|Cobia,,,,,,,United States|Cobia,,,,,,,,,,,,,,,,,,
COBSATLC,Cobia Southern Atlantic coast,Rachycentron canadum,USA-NMFS-SATLC,US Southeast and Gulf,1.291835879,,United States,Cobia,United States|Cobia,,,,,,,United States|Cobia,,,,,,,,,,,,,,,,,,
CPRROCKPCOAST,Copper rockfish Pacific Coast,Sebastes caurinus,USA-NMFS-PCOAST,US West Coast,1.46831286,0.332840909,United States,Copper rockfish,United States|Copper rockfish,,,,,,,United States|Copper rockfish,,,,,,,,,,,,,,,,,,
COWCODSCAL,Cowcod Southern California,Sebastes levis,USA-NMFS-SCAL,US West Coast,0.888712242,0.018181818,United States,Cowcod,United States|Cowcod,,,,,,,United States|Cowcod,,,,,,,,,,,,,,,,,,
DKROCKPCOAST,Darkblotched rockfish Pacific Coast,Sebastes crameri,USA-NMFS-PCOAST,US West Coast,0.985,0.2259,United States,Darkblotched rockfish,United States|Darkblotched rockfish,,,,,,,United States|Darkblotched rockfish,,,,,,,,,,,,,,,,,,
DSOLEGA,Dover sole Gulf of Alaska,Microstomus pacificus,USA-NMFS-GA,US Alaska,2.463762277,0.048322148,United States,Dover sole,United States|Dover sole,1,1,1,1,1,1,United States|Dover sole,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
DSOLEPCOAST,Dover sole Pacific Coast,Microstomus pacificus,USA-NMFS-PCOAST,US West Coast,3.444116156,0.124427481,United States,Dover sole,United States|Dover sole,1,1,1,1,1,1,United States|Dover sole,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
DUSROCKGA,Dusky rockfish Gulf of Alaska,Sebastes variabilis,USA-NMFS-GA,US Alaska,1.605080028,0.545977011,United States,Dusky rockfish,United States|Dusky rockfish,,,,,,,United States|Dusky rockfish,,,,,,,,,,,,,,,,,,
DSKSHARGMATL,Dusky shark Gulf of Mexico and Atlantic,Carcharhinus obscurus,USA-NMFS-GMATL,US Southeast and Gulf,,1.56,United States,Dusky shark,United States|Dusky shark,,,,,,,United States|Dusky shark,,,,,,,,,,,,,,,,,,
SMDOGATL,Smooth dogfish Atlantic,Mustelus canis,USA-NMFS-ATL,US East Coast,,0.790697674,United States,Dusky smooth-hound,United States|Dusky smooth-hound,,,,,,,United States|Dusky smooth-hound,,,,,,,,,,,,,,,,,,
ESOLEPCOAST,English sole Pacific Coast,Parophrys vetulus,USA-NMFS-PCOAST,US West Coast,6.420471958,0.052857143,United States,English sole,United States|English sole,1,0.975,1,1,1,1,United States|English sole,0.975,1,1,0.9,1,1,1,1,1,1,1,1,1,0.666666667,1,1,1,1
FTOOTHSHARATL,Finetooth shark Atlantic,Carcharhinus isodon,USA-NMFS-ATL,Atlantic Ocean,,0.085666667,United States,Finetooth shark,United States|Finetooth shark,,,,,,,United States|Finetooth shark,,,,,,,,,,,,,,,,,,
FLSOLEBSAI,Flathead sole Bering Sea and Aleutian Islands,Hippoglossoides elassodon,USA-NMFS-BSAI,US Alaska,2.152011242,0.123067617,United States,Flathead sole,United States|Flathead sole,,,,,,,United States|Flathead sole,,,,,,,,,,,,,,,,,,
FLSOLEGA,Flathead sole Gulf of Alaska,Hippoglossoides elassodon,USA-NMFS-GA,US Alaska,2.542222084,0.035966736,United States,Flathead sole,United States|Flathead sole,,,,,,,United States|Flathead sole,,,,,,,,,,,,,,,,,,
GAGGM,Gag Gulf of Mexico,Mycteroperca microlepis,USA-NMFS-GM,US Southeast and Gulf,0.429131287,0.768518519,United States,Gag,United States|Gag,,,,,,,United States|Gag,,,,,,,,,,,,,,,,,,
GAGSATLC,Gag Southern Atlantic coast,Mycteroperca microlepis,USA-NMFS-SATLC,US Southeast and Gulf,0.969407108,0.7277799,United States,Gag,United States|Gag,,,,,,,United States|Gag,,,,,,,,,,,,,,,,,,
GOPHERSPCOAST,Gopher rockfish Southern Pacific Coast,Sebastes carnatus,USA-NMFS-SPCOAST,US West Coast,2.544554455,0.191,United States,Gopher rockfish,United States|Gopher rockfish,,,,,,,United States|Gopher rockfish,,,,,,,,,,,,,,,,,,
TILEMATLC,Tilefish Mid-Atlantic Coast,Lopholatilus chamaeleonticeps,USA-NMFS-MATLC,US East Coast,1.014942752,0.7985629,United States,Great Northern tilefish,United States|Great Northern tilefish,,,,,,,United States|Great Northern tilefish,,,,,,,,,,,,,,,,,,
TILESATLC,Tilefish Southern Atlantic coast,Lopholatilus chamaeleonticeps,USA-NMFS-SATLC,US Southeast and Gulf,0.850289571,1.523728814,United States,Great Northern tilefish,United States|Great Northern tilefish,,,,,,,United States|Great Northern tilefish,,,,,,,,,,,,,,,,,,
GRAMBERGM,Greater amberjack Gulf of Mexico,Seriola dumerili,USA-NMFS-GM,US Southeast and Gulf,0.472962847,1.1575,United States,Greater amberjack,United States|Greater amberjack,,,,,,,United States|Greater amberjack,,,,,,,,,,,,,,,,,,
GRAMBERSATLC,Greater amberjack Southern Atlantic coast,Seriola dumerili,USA-NMFS-SATLC,US Southeast and Gulf,1.023492989,0.531177829,United States,Greater amberjack,United States|Greater amberjack,,,,,,,United States|Greater amberjack,,,,,,,,,,,,,,,,,,
GHALBSAI,Greenland turbot Bering Sea and Aleutian Islands,Reinhardtius hippoglossoides,USA-NMFS-BSAI,US Alaska,0.678479679,0.666666667,United States,Greenland halibut,United States|Greenland halibut,,,,,,,United States|Greenland halibut,,,,,,,,,,,,,,,,,,
GRSPROCKNCAL,Greenspotted rockfish Pacific Coast North,Sebastes chlorostictus,USA-NMFS-PCOAST,US West Coast,1.21641791,0,United States,Greenspotted rockfish,United States|Greenspotted rockfish,,,,,,,United States|Greenspotted rockfish,,,,,,,,,,,,,,,,,,
GRSPROCKSCAL,Greenspotted rockfish Pacific Coast South,Sebastes chlorostictus,USA-NMFS-PCOAST,US West Coast,1.594444444,0.116666667,United States,Greenspotted rockfish,United States|Greenspotted rockfish,,,,,,,United States|Greenspotted rockfish,,,,,,,,,,,,,,,,,,
GRNSTROCKPCOAST,Greenstriped rockfish Pacific Coast,Sebastes elongatus,USA-NMFS-PCOAST,US West Coast,2.48,0.004398827,United States,Greenstriped rockfish,United States|Greenstriped rockfish,1,0.982142857,1,1,1,1,United States|Greenstriped rockfish,0.982142857,0.928571429,1,1,1,0.666666667,1,1,1,1,1,1,1,1,1,1,1,0
BLTILESATLC,Blueline tilefish Southern Atlantic coast,Caulolatilus microps,USA-NMFS-SATLC,US Southeast and Gulf,0.817737632,,United States,Grey tilefish,United States|Grey tilefish,,,,,,,United States|Grey tilefish,,,,,,,,,,,,,,,,,,
GTRIGGM,Gray triggerfish Gulf of Mexico,Balistes capriscus,USA-NMFS-GM,US Southeast and Gulf,0.544144144,0.695359477,United States,Grey triggerfish,United States|Grey triggerfish,,,,,,,United States|Grey triggerfish,,,,,,,,,,,,,,,,,,
HAD5Y,Haddock NAFO-5Y,Melanogrammus aeglefinus,USA-NMFS-5Y,US East Coast,2.233441488,0.422189833,United States,Haddock,United States|Haddock,,,,,,,United States|Haddock,,,,,,,,,,,,,,,,,,
HADGB,Haddock Georges Bank,Melanogrammus aeglefinus,USA-NMFS-GB,US East Coast,1.385530933,0.539192778,United States,Haddock,United States|Haddock,,,,,,,United States|Haddock,,,,,,,,,,,,,,,,,,
HOGFISHEGM,Hogfish Eastern Gulf of Mexico,Lachnolaimus maximus,USA-NMFS-EGM,US Southeast and Gulf,2.874769971,0.000935067,United States,Hogfish,United States|Hogfish,,,,,,,United States|Hogfish,,,,,,,,,,,,,,,,,,
HOGFISHSEFL,Hogfish Southeast Florida,Lachnolaimus maximus,USA-NMFS-SEFL,US Southeast and Gulf,0.382664157,145.1449766,United States,Hogfish,United States|Hogfish,,,,,,,United States|Hogfish,,,,,,,,,,,,,,,,,,
KMFLOUNBSAI,Kamchatka flounder Bering Sea and Aleutian Islands,Atheresthes evermanni,USA-NMFS-BSAI,US Alaska,1.329741379,,United States,Kamchatka flounder,United States|Kamchatka flounder,,,,,,,United States|Kamchatka flounder,,,,,,,,,,,,,,,,,,
KELPGREENLINGORECOAST,Kelp greenling Oregon Coast,Hexagrammos decagrammus,USA-NMFS-ORECOAST,US West Coast,1.989767003,0.131502978,United States,Kelp greenling,United States|Kelp greenling,1,0.877678571,1,1,0.5,1,United States|Kelp greenling,0.877678571,0.785714286,1,0.85,0.875,0.666666667,0.833333333,0.666666667,0.9,1,1,1,0.75,0.833333333,1,0.666666667,1,1
KMACKGM,King mackerel Gulf of Mexico,Scomberomorus cavalla,USA-NMFS-GM,US Southeast and Gulf,1.928287242,1.943171402,United States,King mackerel,United States|King mackerel,,,,,,,United States|King mackerel,,,,,,,,,,,,,,,,,,
KMACKSATLC,King mackerel Southern Atlantic Coast,Scomberomorus cavalla,USA-NMFS-SATLC,US Southeast and Gulf,2.58519389,0.168152866,United States,King mackerel,United States|King mackerel,,,,,,,United States|King mackerel,,,,,,,,,,,,,,,,,,
LINGCODNPCOAST,Lingcod Northern Pacific Coast,Ophiodon elongatus,USA-NMFS-NPCOAST,US West Coast,2.567474048,0.252857143,United States,Lingcod,United States|Lingcod,,,,,,,United States|Lingcod,,,,,,,,,,,,,,,,,,
LINGCODSPCOAST,Lingcod Southern Pacific Coast,Ophiodon elongatus,USA-NMFS-SPCOAST,US West Coast,3.193306011,0.093203883,United States,Lingcod,United States|Lingcod,,,,,,,United States|Lingcod,,,,,,,,,,,,,,,,,,
LISQUIDATLC,Longfin inshore squid Atlantic Coast,Loligo pealeii,USA-NMFS-ATLC,US Southeast and Gulf,0.938568565,,United States,Longfin squid,United States|Longfin squid,1,0.743948413,1,1,0.5,0.5,United States|Longfin squid,0.743948413,0.678571429,0.722222222,0.7,0.875,1,0.666666667,0.666666667,0.5,1,0.666666667,0.5,0.875,0.666666667,0.5,1,0.666666667,1
LNOSESKAPCOAST,Longnose skate Pacific Coast,Raja rhina,USA-NMFS-PCOAST,US West Coast,1.763137852,0.8,United States,Longnose skate,United States|Longnose skate,,,,,,,United States|Longnose skate,,,,,,,,,,,,,,,,,,
LSTHORNHPCOAST,Longspine thornyhead Pacific Coast,Sebastolobus altivelis,USA-NMFS-PCOAST,US West Coast,2.189502594,0.142857143,United States,Longspine thornyhead,United States|Longspine thornyhead,,,,,,,United States|Longspine thornyhead,,,,,,,,,,,,,,,,,,
MUTSNAPSATLCGM,Mutton snapper Southern Atlantic coast and Gulf of Mexico,Lutjanus analis,USA-NMFS-SATLCGM,US Southeast and Gulf,1.131816027,0.977777778,United States,Mutton snapper,United States|Mutton snapper,,,,,,,United States|Mutton snapper,,,,,,,,,,,,,,,,,,
PHAKEPCOAST,Pacific hake Pacific Coast,Merluccius productus,USA-NMFS-PCOAST,US West Coast,3.225255973,0.201807229,United States,North Pacific hake,United States|North Pacific hake,5,0.956413952,5,5,1,1,United States|North Pacific hake,0.956413952,0.985714286,0.988888889,0.93,0.921052632,1,0.966666667,1,0.98,1,0.966666667,1,0.95,1,0.833333333,0.933333333,1,0.75
BRNSHRIMPGM,Brown shrimp Gulf of Mexico,Farfantepenaeus aztecus,USA-NMFS-GM,US Southeast and Gulf,12.39777759,0.098403509,United States,Northern brown shrimp,United States|Northern brown shrimp,2,0.790719697,2,2,1,1,United States|Northern brown shrimp,0.790719697,0.875,0.777777778,0.704545455,0.805555556,1,0.666666667,1,0.85,1,0.666666667,0.666666667,0.75,0.5,0.8125,0.5,1,0.875
PINKSHRIMPGM,Pink shrimp Gulf of Mexico,Farfantepenaeus duorarum,USA-NMFS-GM,US Southeast and Gulf,2.338195407,0.189619403,United States,Northern pink shrimp,United States|Northern pink shrimp,1,0.864186508,1,1,1,1,United States|Northern pink shrimp,0.864186508,0.892857143,0.888888889,0.8,0.875,1,0.666666667,1,0.9,1,0.666666667,1,0.5,1,1,0.666666667,1,1
RSNAPGM,Red snapper Gulf of Mexico,Lutjanus campechanus,USA-NMFS-GM,US Southeast and Gulf,0.536637335,0.991020408,United States,Northern red snapper,United States|Northern red snapper,,,,,,,United States|Northern red snapper,,,,,,,,,,,,,,,,,,
RSNAPSATLC,Red snapper Southern Atlantic coast,Lutjanus campechanus,USA-NMFS-SATLC,US Southeast and Gulf,0.164133739,3.684931507,United States,Northern red snapper,United States|Northern red snapper,,,,,,,United States|Northern red snapper,,,,,,,,,,,,,,,,,,
NRSOLEEBSAI,Northern rock sole Eastern Bering Sea and Aleutian Islands,Lepidopsetta polyxystra,USA-NMFS-EBSAI,US Alaska,2.378373541,0.138195688,United States,Northern rock sole,United States|Northern rock sole,,,,,,,United States|Northern rock sole,,,,,,,,,,,,,,,,,,
NRSOLEGA,Northern rock sole Gulf of Alaska,Lepidopsetta polyxystra,USA-NMFS-GA,US Alaska,2.180552486,,United States,Northern rock sole,United States|Northern rock sole,,,,,,,United States|Northern rock sole,,,,,,,,,,,,,,,,,,
NROCKBSAI,Northern rockfish Bering Sea and Aleutian Islands,Sebastes polyspinis,USA-NMFS-BSAI,US Alaska,1.890616654,0.312676056,United States,Northern rockfish,United States|Northern rockfish,,,,,,,United States|Northern rockfish,,,,,,,,,,,,,,,,,,
NROCKGA,Northern rockfish Gulf of Alaska,Sebastes polyspinis,USA-NMFS-GA,US Alaska,1.446845007,0.36634975,United States,Northern rockfish,United States|Northern rockfish,,,,,,,United States|Northern rockfish,,,,,,,,,,,,,,,,,,
WSHRIMPGM,White shrimp Gulf of Mexico,Litopenaeus setiferus,USA-NMFS-GM,US Southeast and Gulf,1.675033524,0.454123563,United States,Northern white shrimp,United States|Northern white shrimp,4,0.869893791,4,4,0.5,0.5,United States|Northern white shrimp,0.869893791,0.910714286,0.888888889,0.797619048,0.882352941,1,0.75,0.958333333,0.925,1,0.833333333,0.833333333,0.875,0.708333333,0.785714286,0.75,0.964285714,0.9375
OPOUTNWATLC,Ocean pout Northwestern Atlantic Coast,Zoarces americanus,USA-NMFS-NWATLC,US East Coast,,0.704445519,United States,Ocean pout,United States|Ocean pout,,,,,,,United States|Ocean pout,,,,,,,,,,,,,,,,,,
QUAHATLC,Ocean quahog Atlantic Coast,Arctica islandica,USA-NMFS-ATLC,US East Coast,1.710982659,,United States,Ocean quahog,United States|Ocean quahog,8,0.9214893,6,6,1,1,United States|Ocean quahog,0.9214893,0.925742574,0.992647059,0.817567568,0.95,1,0.75,0.916666667,0.971428571,1,1,0.979166667,0.896551724,0.739130435,0.795454545,1,1,0.75
CMACKPCOAST,Pacific chub mackerel Pacific Coast,Scomber japonicus,USA-NMFS-PCOAST,US West Coast,0.679977443,0.390288863,United States,Pacific chub mackerel,United States|Pacific chub mackerel,1,0.903571429,,,,,United States|Pacific chub mackerel,0.903571429,0.964285714,1,0.9,0.75,1,1,1,0.9,1,1,1,0.75,1,1,0.666666667,1,0.5
PCODBS,Pacific cod Bering Sea,Gadus macrocephalus,USA-NMFS-BS,US Alaska,1.42401773,,United States,Pacific cod,United States|Pacific cod,7,0.958370536,7,7,1,1,United States|Pacific cod,0.958370536,0.994791667,0.976190476,0.942857143,0.919642857,1,1,1,0.985294118,1,0.976190476,0.952380952,0.964285714,0.952380952,0.904761905,0.928571429,1,0.785714286
PCODGA,Pacific cod Gulf of Alaska,Gadus macrocephalus,USA-NMFS-GA,US Alaska,1.781318102,0.549275362,United States,Pacific cod,United States|Pacific cod,7,0.958370536,7,7,1,1,United States|Pacific cod,0.958370536,0.994791667,0.976190476,0.942857143,0.919642857,1,1,1,0.985294118,1,0.976190476,0.952380952,0.964285714,0.952380952,0.904761905,0.928571429,1,0.785714286
PHALNPAC,Pacific halibut North Pacific,Hippoglossus stenolepis,multinational-IPHC-NPAC,US Alaska,1.455287823,1.28,United States,Pacific halibut,United States|Pacific halibut,1,0.96875,1,1,1,1,United States|Pacific halibut,0.96875,1,1,1,0.875,1,1,1,1,1,1,1,1,1,1,1,1,0.5
PERCHEBSAI,Pacific Ocean perch Eastern Bering Sea and Aleutian Islands,Sebastes alutus,USA-NMFS-EBSAI,US Alaska,1.582014549,0.344594595,United States,Pacific ocean perch,United States|Pacific ocean perch,1,0.9625,1,1,1,1,United States|Pacific ocean perch,0.9625,1,1,0.85,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1
POPERCHGA,Pacific ocean perch Gulf of Alaska,Sebastes alutus,USA-NMFS-GA,US Alaska,1.551935112,0.511035632,United States,Pacific ocean perch,United States|Pacific ocean perch,1,0.9625,1,1,1,1,United States|Pacific ocean perch,0.9625,1,1,0.85,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1
POPERCHPCOAST,Pacific ocean perch Pacific Coast,Sebastes alutus,USA-NMFS-PCOAST,US West Coast,0.506143667,0.275175644,United States,Pacific ocean perch,United States|Pacific ocean perch,1,0.9625,1,1,1,1,United States|Pacific ocean perch,0.9625,1,1,0.85,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1
PSOLEPCOAST,Petrale sole Pacific Coast,Eopsetta jordani,USA-NMFS-PCOAST,US West Coast,1.22952563,0.938171429,United States,Petrale sole,United States|Petrale sole,1,1,1,1,1,1,United States|Petrale sole,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
SDOGATLC,Spiny dogfish Atlantic Coast,Squalus acanthias,USA-NMFS-ATLC,US East Coast,0.872614384,0.87704918,United States,Picked dogfish,United States|Picked dogfish,,,,,,,United States|Picked dogfish,,,,,,,,,,,,,,,,,,
SNOWCRABBS,Snow crab Bering Sea,Chionoecetes opilio,USA-NMFS-BS,US Alaska,5.31098615,0.373417722,United States,Queen crab,United States|Queen crab,,,,,,,United States|Queen crab,,,,,,,,,,,,,,,,,,
RGROUPGM,Red grouper Gulf of Mexico,Epinephelus morio,USA-NMFS-GM,US Southeast and Gulf,1.511277163,0.592264151,United States,Red grouper,United States|Red grouper,,,,,,,United States|Red grouper,,,,,,,,,,,,,,,,,,
RGROUPSATL,Red grouper South Atlantic,Epinephelus morio,USA-NMFS-SATL,US Southeast and Gulf,0.75,1.620157964,United States,Red grouper,United States|Red grouper,,,,,,,United States|Red grouper,,,,,,,,,,,,,,,,,,
RKCRABBB,Red king crab Bristol Bay,Paralithodes camtschaticus,USA-NMFS-BB,US Alaska,3.300114943,1.054545455,United States,Red king crab,United States|Red king crab,,,,,,,United States|Red king crab,,,,,,,,,,,,,,,,,,
RKCRABNS,Red king crab Norton Sound,Paralithodes camtschaticus,USA-NMFS-NS,US Alaska,1.470988158,,United States,Red king crab,United States|Red king crab,,,,,,,United States|Red king crab,,,,,,,,,,,,,,,,,,
RKCRABPI,Red king crab Pribilof Islands,Paralithodes camtschaticus,USA-NMFS-PI,US Alaska,2.927616589,,United States,Red king crab,United States|Red king crab,,,,,,,United States|Red king crab,,,,,,,,,,,,,,,,,,
RPORGYSATLC,Red porgy Southern Atlantic coast,Pagrus pagrus,USA-NMFS-SATLC,US Southeast and Gulf,0.474847203,0.862871298,United States,Red porgy,United States|Red porgy,,,,,,,United States|Red porgy,,,,,,,,,,,,,,,,,,
REXSOLEGA,Rex sole Gulf of Alaska,Glyptocephalus zachirus,USA-NMFS-GA,US Alaska,,0.577647059,United States,Rex sole,United States|Rex sole,1,0.9625,1,1,1,1,United States|Rex sole,0.9625,1,1,0.85,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1
REXSOLEPCOAST,Rex sole Pacific Coast,Glyptocephalus zachirus,USA-NMFS-PCOAST,US West Coast,,0.187142857,United States,Rex sole,United States|Rex sole,1,0.9625,1,1,1,1,United States|Rex sole,0.9625,1,1,0.85,1,1,1,1,1,1,1,1,1,0.5,1,1,1,1
RSOLEGA,Rock sole Gulf of Alaska,Lepidopsetta bilineata,USA-NMFS-GA,US Alaska,2.568165138,,United States,Rock sole,United States|Rock sole,1,0.954166667,1,1,1,1,United States|Rock sole,0.954166667,0.916666667,1,0.9,1,0.833333333,0.75,1,1,1,1,1,1,0.666666667,1,1,1,1
REYEROCKBSAI,Rougheye rockfish Bering Sea and Aleutian Islands,Sebastes aleutianus,USA-NMFS-BSAI,US Alaska,0.69940864,0.3,United States,Rougheye rockfish,United States|Rougheye rockfish,1,0.982142857,1,1,1,1,United States|Rougheye rockfish,0.982142857,0.928571429,1,1,1,0.666666667,1,1,1,1,1,1,1,1,1,1,1,0
REYEROCKGA,Rougheye rockfish Gulf of Alaska,Sebastes aleutianus,USA-NMFS-GA,US Alaska,1.548473968,0.178958333,United States,Rougheye rockfish,United States|Rougheye rockfish,1,0.982142857,1,1,1,1,United States|Rougheye rockfish,0.982142857,0.928571429,1,1,1,0.666666667,1,1,1,1,1,1,1,1,1,1,1,0
SABLEFEBSAIGA,Sablefish Eastern Bering Sea / Aleutian Islands / Gulf of Alaska,Anoplopoma fimbria,USA-NMFS-EBSAIGA,US Alaska,1.000489128,0.261141401,United States,Sablefish,United States|Sablefish,4,1,4,4,0.75,1,United States|Sablefish,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SABLEFPCOAST,Sablefish Pacific Coast,Anoplopoma fimbria,USA-NMFS-PCOAST,US West Coast,0.863099802,0.597710333,United States,Sablefish,United States|Sablefish,4,1,4,4,0.75,1,United States|Sablefish,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
